Datetime,Label
2017-05-14 19:39,Anomaly
2017-05-14 19:40,Anomaly
2017-05-14 19:41,Anomaly
2017-05-14 19:42,Anomaly
2017-05-14 19:43,Anomaly
2017-05-14 19:44,Anomaly
2017-05-14 19:45,Anomaly
2017-05-14 19:46,Anomaly
2017-05-14 19:47,Anomaly
2017-05-14 19:48,Anomaly
2017-05-14 19:49,Anomaly
2017-05-14 19:50,Anomaly
2017-05-14 19:51,Anomaly
2017-05-14 19:52,Anomaly
2017-05-14 19:53,Anomaly
2017-05-14 19:54,Anomaly
2017-05-14 19:55,Anomaly
2017-05-14 19:56,Anomaly
2017-05-14 19:57,Anomaly
2017-05-14 19:58,Anomaly
2017-05-14 19:59,Anomaly
2017-05-14 20:00,Anomaly
2017-05-14 20:01,Anomaly
2017-05-14 20:02,Anomaly
2017-05-14 20:03,Anomaly
2017-05-14 20:04,Anomaly
2017-05-14 20:05,Anomaly
2017-05-14 20:06,Anomaly
2017-05-14 20:07,Anomaly
2017-05-14 20:08,Anomaly
2017-05-14 20:09,Anomaly
2017-05-14 20:10,Anomaly
2017-05-14 20:11,Anomaly
2017-05-14 20:12,Anomaly
2017-05-14 20:13,Anomaly
2017-05-14 20:14,Anomaly
2017-05-14 20:15,Anomaly
2017-05-14 20:16,Anomaly
2017-05-14 20:17,Anomaly
2017-05-14 20:18,Anomaly
2017-05-14 20:19,Anomaly
2017-05-14 20:20,Anomaly
2017-05-14 20:21,Anomaly
2017-05-14 20:22,Anomaly
2017-05-14 20:23,Anomaly
2017-05-14 20:24,Anomaly
2017-05-14 20:25,Anomaly
2017-05-14 20:26,Anomaly
2017-05-14 20:27,Anomaly
2017-05-14 20:28,Anomaly
2017-05-14 20:29,Anomaly
2017-05-14 20:30,Anomaly
2017-05-14 20:31,Anomaly
2017-05-14 20:32,Anomaly
2017-05-14 20:33,Anomaly
2017-05-14 20:34,Anomaly
2017-05-14 20:35,Anomaly
2017-05-14 20:36,Anomaly
2017-05-14 20:37,Anomaly
2017-05-14 20:38,Anomaly
2017-05-14 20:39,Anomaly
2017-05-14 20:40,Anomaly
2017-05-14 20:41,Anomaly
2017-05-14 20:42,Anomaly
2017-05-14 20:43,Anomaly
2017-05-14 20:44,Anomaly
2017-05-14 20:45,Anomaly
2017-05-14 20:46,Anomaly
2017-05-14 20:47,Anomaly
2017-05-14 20:48,Anomaly
2017-05-14 20:49,Anomaly
2017-05-14 20:50,Anomaly
2017-05-14 20:51,Anomaly
2017-05-14 20:52,Anomaly
2017-05-14 20:53,Anomaly
2017-05-14 20:54,Anomaly
2017-05-14 20:55,Anomaly
2017-05-14 20:56,Anomaly
2017-05-14 20:57,Anomaly
2017-05-14 20:58,Anomaly
2017-05-14 20:59,Anomaly
2017-05-14 21:00,Anomaly
2017-05-14 21:01,Anomaly
2017-05-14 21:02,Anomaly
2017-05-14 21:03,Anomaly
2017-05-14 21:04,Anomaly
2017-05-14 21:05,Anomaly
2017-05-14 21:06,Anomaly
2017-05-14 21:07,Anomaly
2017-05-14 21:08,Anomaly
2017-05-14 21:09,Anomaly
2017-05-14 21:10,Anomaly
2017-05-14 21:11,Anomaly
2017-05-14 21:12,Anomaly
2017-05-14 21:13,Anomaly
2017-05-14 21:14,Anomaly
2017-05-14 21:15,Anomaly
2017-05-14 21:16,Anomaly
2017-05-14 21:17,Anomaly
2017-05-14 21:18,Anomaly
2017-05-14 21:19,Anomaly
2017-05-14 21:20,Anomaly
2017-05-14 21:21,Anomaly
2017-05-14 21:22,Anomaly
2017-05-14 21:23,Anomaly
2017-05-14 21:24,Anomaly
2017-05-14 21:25,Anomaly
2017-05-14 21:26,Anomaly
2017-05-14 21:27,Anomaly
2017-05-14 21:28,Anomaly
2017-05-14 21:29,Anomaly
2017-05-14 21:30,Anomaly
2017-05-14 21:31,Anomaly
2017-05-14 21:32,Anomaly
2017-05-14 21:33,Anomaly
2017-05-14 21:34,Anomaly
2017-05-14 21:35,Anomaly
2017-05-14 21:36,Anomaly
2017-05-14 21:37,Anomaly
2017-05-14 21:38,Anomaly
2017-05-14 21:39,Anomaly
2017-05-14 21:40,Anomaly
2017-05-14 21:41,Anomaly
2017-05-14 21:42,Anomaly
2017-05-14 21:43,Anomaly
2017-05-14 21:44,Anomaly
2017-05-14 21:45,Anomaly
2017-05-14 21:46,Anomaly
2017-05-14 21:47,Anomaly
2017-05-14 21:48,Anomaly
2017-05-14 21:49,Anomaly
2017-05-14 21:50,Anomaly
2017-05-14 21:51,Anomaly
2017-05-14 21:52,Anomaly
2017-05-14 21:53,Anomaly
2017-05-14 21:54,Anomaly
2017-05-14 21:55,Anomaly
2017-05-14 21:56,Anomaly
2017-05-16 00:00,Normal
2017-05-16 00:01,Normal
2017-05-16 00:02,Normal
2017-05-16 00:03,Normal
2017-05-16 00:04,Normal
2017-05-16 00:05,Normal
2017-05-16 00:06,Normal
2017-05-16 00:07,Normal
2017-05-16 00:08,Normal
2017-05-16 00:09,Normal
2017-05-16 00:10,Normal
2017-05-16 00:11,Normal
2017-05-16 00:12,Normal
2017-05-16 00:13,Normal
2017-05-16 00:14,Normal
2017-05-16 00:15,Normal
2017-05-16 00:16,Normal
2017-05-16 00:17,Normal
2017-05-16 00:18,Normal
2017-05-16 00:19,Normal
2017-05-16 00:20,Normal
2017-05-16 00:21,Normal
2017-05-16 00:22,Normal
2017-05-16 00:23,Normal
2017-05-16 00:24,Normal
2017-05-16 00:25,Normal
2017-05-16 00:26,Normal
2017-05-16 00:27,Normal
2017-05-16 00:28,Normal
2017-05-16 00:29,Normal
2017-05-16 00:30,Normal
2017-05-16 00:31,Normal
2017-05-16 00:32,Normal
2017-05-16 00:33,Normal
2017-05-16 00:34,Normal
2017-05-16 00:35,Normal
2017-05-16 00:36,Normal
2017-05-16 00:37,Normal
2017-05-16 00:38,Normal
2017-05-16 00:39,Normal
2017-05-16 00:40,Normal
2017-05-16 00:41,Normal
2017-05-16 00:42,Normal
2017-05-16 00:43,Normal
2017-05-16 00:44,Normal
2017-05-16 00:45,Normal
2017-05-16 00:46,Normal
2017-05-16 00:47,Normal
2017-05-16 00:48,Normal
2017-05-16 00:49,Normal
2017-05-16 00:50,Normal
2017-05-16 00:51,Normal
2017-05-16 00:52,Normal
2017-05-16 00:53,Normal
2017-05-16 00:54,Normal
2017-05-16 00:55,Normal
2017-05-16 00:56,Normal
2017-05-16 00:57,Normal
2017-05-16 00:58,Normal
2017-05-16 00:59,Normal
2017-05-16 01:00,Normal
2017-05-16 01:01,Normal
2017-05-16 01:02,Normal
2017-05-16 01:03,Normal
2017-05-16 01:04,Normal
2017-05-16 01:05,Normal
2017-05-16 01:06,Normal
2017-05-16 01:07,Normal
2017-05-16 01:08,Normal
2017-05-16 01:09,Normal
2017-05-16 01:10,Normal
2017-05-16 01:11,Normal
2017-05-16 01:12,Normal
2017-05-16 01:13,Normal
2017-05-16 01:14,Normal
2017-05-16 01:15,Normal
2017-05-16 01:16,Normal
2017-05-16 01:17,Normal
2017-05-16 01:18,Normal
2017-05-16 01:19,Normal
2017-05-16 01:20,Normal
2017-05-16 01:21,Normal
2017-05-16 01:22,Normal
2017-05-16 01:23,Normal
2017-05-16 01:24,Normal
2017-05-16 01:25,Normal
2017-05-16 01:26,Normal
2017-05-16 01:27,Normal
2017-05-16 01:28,Normal
2017-05-16 01:29,Normal
2017-05-16 01:30,Normal
2017-05-16 01:31,Normal
2017-05-16 01:32,Normal
2017-05-16 01:33,Normal
2017-05-16 01:34,Normal
2017-05-16 01:35,Normal
2017-05-16 01:36,Normal
2017-05-16 01:37,Normal
2017-05-16 01:38,Normal
2017-05-16 01:39,Normal
2017-05-16 01:40,Normal
2017-05-16 01:41,Normal
2017-05-16 01:42,Normal
2017-05-16 01:43,Normal
2017-05-16 01:44,Normal
2017-05-16 01:45,Normal
2017-05-16 01:46,Normal
2017-05-16 01:47,Normal
2017-05-16 01:48,Normal
2017-05-16 01:49,Normal
2017-05-16 01:50,Normal
2017-05-16 01:51,Normal
2017-05-16 01:52,Normal
2017-05-16 01:53,Normal
2017-05-16 01:54,Normal
2017-05-16 01:55,Normal
2017-05-16 01:56,Normal
2017-05-16 01:57,Normal
2017-05-16 01:58,Normal
2017-05-16 01:59,Normal
2017-05-16 02:00,Normal
2017-05-16 02:01,Normal
2017-05-16 02:02,Normal
2017-05-16 02:03,Normal
2017-05-16 02:04,Normal
2017-05-16 02:05,Normal
2017-05-16 02:06,Normal
2017-05-16 02:07,Normal
2017-05-16 02:08,Normal
2017-05-16 02:09,Normal
2017-05-16 02:10,Normal
2017-05-16 02:11,Normal
2017-05-16 02:12,Normal
2017-05-16 02:13,Normal
2017-05-16 02:14,Normal
2017-05-16 02:15,Normal
2017-05-16 02:16,Normal
2017-05-16 02:17,Normal
2017-05-16 02:18,Normal
2017-05-16 02:19,Normal
2017-05-16 02:20,Normal
2017-05-16 02:21,Normal
2017-05-16 02:22,Normal
2017-05-16 02:23,Normal
2017-05-16 02:24,Normal
2017-05-16 02:25,Normal
2017-05-16 02:26,Normal
2017-05-16 02:27,Normal
2017-05-16 02:28,Normal
2017-05-16 02:29,Normal
2017-05-16 02:30,Normal
2017-05-16 02:31,Normal
2017-05-16 02:32,Normal
2017-05-16 02:33,Normal
2017-05-16 02:34,Normal
2017-05-16 02:35,Normal
2017-05-16 02:36,Normal
2017-05-16 02:37,Normal
2017-05-16 02:38,Normal
2017-05-16 02:39,Normal
2017-05-16 02:40,Normal
2017-05-16 02:41,Normal
2017-05-16 02:42,Normal
2017-05-16 02:43,Normal
2017-05-16 02:44,Normal
2017-05-16 02:45,Normal
2017-05-16 02:46,Normal
2017-05-16 02:47,Normal
2017-05-16 02:48,Normal
2017-05-16 02:49,Normal
2017-05-16 02:50,Normal
2017-05-16 02:51,Normal
2017-05-16 02:52,Normal
2017-05-16 02:53,Normal
2017-05-16 02:54,Normal
2017-05-16 02:55,Normal
2017-05-16 02:56,Normal
2017-05-16 02:57,Normal
2017-05-16 02:58,Normal
2017-05-16 02:59,Normal
2017-05-16 03:00,Normal
2017-05-16 03:01,Normal
2017-05-16 03:02,Normal
2017-05-16 03:03,Normal
2017-05-16 03:04,Normal
2017-05-16 03:05,Normal
2017-05-16 03:06,Normal
2017-05-16 03:07,Normal
2017-05-16 03:08,Normal
2017-05-16 03:09,Normal
2017-05-16 03:10,Normal
2017-05-16 03:11,Normal
2017-05-16 03:12,Normal
2017-05-16 03:13,Normal
2017-05-16 03:14,Normal
2017-05-16 03:15,Normal
2017-05-16 03:16,Normal
2017-05-16 03:17,Normal
2017-05-16 03:18,Normal
2017-05-16 03:19,Normal
2017-05-16 03:20,Normal
2017-05-16 03:21,Normal
2017-05-16 03:22,Normal
2017-05-16 03:23,Normal
2017-05-16 03:24,Normal
2017-05-16 03:25,Normal
2017-05-16 03:26,Normal
2017-05-16 03:27,Normal
2017-05-16 03:28,Normal
2017-05-16 03:29,Normal
2017-05-16 03:30,Normal
2017-05-16 03:31,Normal
2017-05-16 03:32,Normal
2017-05-16 03:33,Normal
2017-05-16 03:34,Normal
2017-05-16 03:35,Normal
2017-05-16 03:36,Normal
2017-05-16 03:37,Normal
2017-05-16 03:38,Normal
2017-05-16 03:39,Normal
2017-05-16 03:40,Normal
2017-05-16 03:41,Normal
2017-05-16 03:42,Normal
2017-05-16 03:43,Normal
2017-05-16 03:44,Normal
2017-05-16 03:45,Normal
2017-05-16 03:46,Normal
2017-05-16 03:47,Normal
2017-05-16 03:48,Normal
2017-05-16 03:49,Normal
2017-05-16 03:50,Normal
2017-05-16 03:51,Normal
2017-05-16 03:52,Normal
2017-05-16 03:53,Normal
2017-05-16 03:54,Normal
2017-05-16 03:55,Normal
2017-05-16 03:56,Normal
2017-05-16 03:57,Normal
2017-05-16 03:58,Normal
2017-05-16 03:59,Normal
2017-05-16 04:00,Normal
2017-05-16 04:01,Normal
2017-05-16 04:02,Normal
2017-05-16 04:03,Normal
2017-05-16 04:04,Normal
2017-05-16 04:05,Normal
2017-05-16 04:06,Normal
2017-05-16 04:07,Normal
2017-05-16 04:08,Normal
2017-05-16 04:09,Normal
2017-05-16 04:10,Normal
2017-05-16 04:11,Normal
2017-05-16 04:12,Normal
2017-05-16 04:13,Normal
2017-05-16 04:14,Normal
2017-05-16 04:15,Normal
2017-05-16 04:16,Normal
2017-05-16 04:17,Normal
2017-05-16 04:18,Normal
2017-05-16 04:19,Normal
2017-05-16 04:20,Normal
2017-05-16 04:21,Normal
2017-05-16 04:22,Normal
2017-05-16 04:23,Normal
2017-05-16 04:24,Normal
2017-05-16 04:25,Normal
2017-05-16 04:26,Normal
2017-05-16 04:27,Normal
2017-05-16 04:28,Normal
2017-05-16 04:29,Normal
2017-05-16 04:30,Normal
2017-05-16 04:31,Normal
2017-05-16 04:32,Normal
2017-05-16 04:33,Normal
2017-05-16 04:34,Normal
2017-05-16 04:35,Normal
2017-05-16 04:36,Normal
2017-05-16 04:37,Normal
2017-05-16 04:38,Normal
2017-05-16 04:39,Normal
2017-05-16 04:40,Normal
2017-05-16 04:41,Normal
2017-05-16 04:42,Normal
2017-05-16 04:43,Normal
2017-05-16 04:44,Normal
2017-05-16 04:45,Normal
2017-05-16 04:46,Normal
2017-05-16 04:47,Normal
2017-05-16 04:48,Normal
2017-05-16 04:49,Normal
2017-05-16 04:50,Normal
2017-05-16 04:51,Normal
2017-05-16 04:52,Normal
2017-05-16 04:53,Normal
2017-05-16 04:54,Normal
2017-05-16 04:55,Normal
2017-05-16 04:56,Normal
2017-05-16 04:57,Normal
2017-05-16 04:58,Normal
2017-05-16 04:59,Normal
2017-05-16 05:00,Normal
2017-05-16 05:01,Normal
2017-05-16 05:02,Normal
2017-05-16 05:03,Normal
2017-05-16 05:04,Normal
2017-05-16 05:05,Normal
2017-05-16 05:06,Normal
2017-05-16 05:07,Normal
2017-05-16 05:08,Normal
2017-05-16 05:09,Normal
2017-05-16 05:10,Normal
2017-05-16 05:11,Normal
2017-05-16 05:12,Normal
2017-05-16 05:13,Normal
2017-05-16 05:14,Normal
2017-05-16 05:15,Normal
2017-05-16 05:16,Normal
2017-05-16 05:17,Normal
2017-05-16 05:18,Normal
2017-05-16 05:19,Normal
2017-05-16 05:20,Normal
2017-05-16 05:21,Normal
2017-05-16 05:22,Normal
2017-05-16 05:23,Normal
2017-05-16 05:24,Normal
2017-05-16 05:25,Normal
2017-05-16 05:26,Normal
2017-05-16 05:27,Normal
2017-05-16 05:28,Normal
2017-05-16 05:29,Normal
2017-05-16 05:30,Normal
2017-05-16 05:31,Normal
2017-05-16 05:32,Normal
2017-05-16 05:33,Normal
2017-05-16 05:34,Normal
2017-05-16 05:35,Normal
2017-05-16 05:36,Normal
2017-05-16 05:37,Normal
2017-05-16 05:38,Normal
2017-05-16 05:39,Normal
2017-05-16 05:40,Normal
2017-05-16 05:41,Normal
2017-05-16 05:42,Normal
2017-05-16 05:43,Normal
2017-05-16 05:44,Normal
2017-05-16 05:45,Normal
2017-05-16 05:46,Normal
2017-05-16 05:47,Normal
2017-05-16 05:48,Normal
2017-05-16 05:49,Normal
2017-05-16 05:50,Normal
2017-05-16 05:51,Normal
2017-05-16 05:52,Normal
2017-05-16 05:53,Normal
2017-05-16 05:54,Normal
2017-05-16 05:55,Normal
2017-05-16 05:56,Normal
2017-05-16 05:57,Normal
2017-05-16 05:58,Normal
2017-05-16 05:59,Normal
2017-05-16 06:00,Normal
2017-05-16 06:01,Normal
2017-05-16 06:02,Normal
2017-05-16 06:03,Normal
2017-05-16 06:04,Normal
2017-05-16 06:05,Normal
2017-05-16 06:06,Normal
2017-05-16 06:07,Normal
2017-05-16 06:08,Normal
2017-05-16 06:09,Normal
2017-05-16 06:10,Normal
2017-05-16 06:11,Normal
2017-05-16 06:12,Normal
2017-05-16 06:13,Normal
2017-05-16 06:14,Normal
2017-05-16 06:15,Normal
2017-05-16 06:16,Normal
2017-05-16 06:17,Normal
2017-05-16 06:18,Normal
2017-05-16 06:19,Normal
2017-05-16 06:20,Normal
2017-05-16 06:21,Normal
2017-05-16 06:22,Normal
2017-05-16 06:23,Normal
2017-05-16 06:24,Normal
2017-05-16 06:25,Normal
2017-05-16 15:15,Normal
2017-05-16 15:16,Normal
2017-05-16 15:17,Normal
2017-05-16 15:18,Normal
2017-05-16 15:19,Normal
2017-05-16 15:20,Normal
2017-05-16 15:21,Normal
2017-05-16 15:22,Normal
2017-05-16 15:23,Normal
2017-05-16 15:24,Normal
2017-05-16 15:25,Normal
2017-05-16 15:26,Normal
2017-05-16 15:27,Normal
2017-05-16 15:28,Normal
2017-05-16 15:29,Normal
2017-05-16 15:30,Normal
2017-05-16 15:31,Normal
2017-05-16 15:32,Normal
2017-05-16 15:33,Normal
2017-05-16 15:34,Normal
2017-05-16 15:35,Normal
2017-05-16 15:36,Normal
2017-05-16 15:37,Normal
2017-05-16 15:38,Normal
2017-05-16 15:39,Normal
2017-05-16 15:40,Normal
2017-05-16 15:41,Normal
2017-05-16 15:42,Normal
2017-05-16 15:43,Normal
2017-05-16 15:44,Normal
2017-05-16 15:45,Normal
2017-05-16 15:46,Normal
2017-05-16 15:47,Normal
2017-05-16 15:48,Normal
2017-05-16 15:49,Normal
2017-05-16 15:50,Normal
2017-05-16 15:51,Normal
2017-05-16 15:52,Normal
2017-05-16 15:53,Normal
2017-05-16 15:54,Normal
2017-05-16 15:55,Normal
2017-05-16 15:56,Normal
2017-05-16 15:57,Normal
2017-05-16 15:58,Normal
2017-05-16 15:59,Normal
2017-05-16 16:00,Normal
2017-05-16 16:01,Normal
2017-05-16 16:02,Normal
2017-05-16 16:03,Normal
2017-05-16 16:04,Normal
2017-05-16 16:05,Normal
2017-05-16 16:06,Normal
2017-05-16 16:07,Normal
2017-05-16 16:08,Normal
2017-05-16 16:09,Normal
2017-05-16 16:10,Normal
2017-05-16 16:11,Normal
2017-05-16 16:12,Normal
2017-05-16 16:13,Normal
2017-05-16 16:14,Normal
2017-05-16 16:15,Normal
2017-05-16 16:16,Normal
